Entity_Name,Borough,borough_geom,borough_code,State,Latitude,Longitude,AED_NumAeds,Location Type,is_mislabeled
"Walt Disney/ABC, Inc.",Manhattan,MANHATTAN,1.0,New York,40.77390445,-73.98133383,1.0,Businesses & Commercial Spaces,False
Bronx Bridges High School,Bronx,BRONX,2.0,New York,40.82228268,-73.85616557,1.0,School,False
Townsend Harris High School,Queens,QUEENS,4.0,New York,40.73438791,-73.82143097,1.0,School,False
P.S. 006 Lillie D. Blake,Manhattan,MANHATTAN,1.0,New York,40.77744821,-73.9607123,1.0,Public Schools,False
"Time, Inc.",Manhattan,MANHATTAN,1.0,New York,40.76028202,-73.98015728,1.0,Businesses & Commercial Spaces,False
CITY HALL,Manhattan,MANHATTAN,1.0,New York,40.71279916,-74.00609609,1.0,Government Buildings & Services,False
P.S. 333 Manhattan School for Children,Manhattan,MANHATTAN,1.0,New York,40.79170197,-73.97080146,1.0,Public Schools,False
Cord Meyer,Queens,QUEENS,4.0,New York,40.72115997,-73.84336477,1.0,Businesses & Commercial Spaces,False
P.S. 005 Huguenot,Staten Island,STATEN ISLAND,5.0,New York,40.53016124,-74.1876332,1.0,Public Schools,False
"WIN - Women in Need, Inc. (LaGuardia Family)",Queens,QUEENS,4.0,New York,40.76871133,-73.86821342,1.0,Health & Social Services,False
District 20 Pre-K Center at 8501 5th Avenue (K453),Brooklyn,BROOKLYN,3.0,New York,40.62203214,-74.02573433,1.0,Public Schools,False
"Soulcycle, Inc",Brooklyn,BROOKLYN,3.0,New York,40.71820361,-73.96399767,1.0,Health Clubs & Gyms,False
American Museum of Natural History,Manhattan,MANHATTAN,1.0,New York,40.78130521,-73.972254,1.0,Museums,False
Queens Gateway to Health Sciences Secondary School,Queens,QUEENS,4.0,New York,40.71882279,-73.80649814,1.0,School,False
Academy for New Americans,Queens,QUEENS,4.0,New York,40.76729837,-73.92324529,1.0,Public Schools,False
P.S. 253 Queens,Queens,QUEENS,4.0,New York,40.60728204,-73.74940128,1.0,Public Schools,False
Morgan Stanley - E52,Manhattan,MANHATTAN,1.0,New York,40.75882057,-73.97397799,2.0,Businesses & Commercial Spaces,False
District 23 Superintendents Office,Brooklyn,BROOKLYN,3.0,New York,40.67166723,-73.91830166,1.0,Government Buildings & Services,False
Brooklyn Prospect Charter - Sunset Yards Elementary School,Brooklyn,BROOKLYN,3.0,New York,40.65327042,-74.00722226,1.0,School,False
ReStart @ Adolescent Skills Center II - Queens,Queens,QUEENS,4.0,New York,40.74985224,-73.93594448,1.0,School,False
P.S./I.S. 30 Mary White Ovington,Brooklyn,BROOKLYN,3.0,New York,40.63358257,-74.02394818,1.0,Public Schools,False
P.S. 038 The Pacific,Brooklyn,BROOKLYN,3.0,New York,40.68525697,-73.98263875,1.0,Public Schools,False
QBE,Manhattan,MANHATTAN,1.0,New York,40.70360119,-74.00969108,8.0,Businesses & Commercial Spaces,False
MARKS PANETH-NYC,Manhattan,MANHATTAN,1.0,New York,40.75161005,-73.9738184,1.0,Businesses & Commercial Spaces,False
I.S. 250 The Robert F. Kennedy Community Middle School,Queens,QUEENS,4.0,New York,40.7244503,-73.81021581,1.0,School,False
"Nederlander Producing Company of America, Inc. - Atkinson Theatre Company",Manhattan,MANHATTAN,1.0,New York,40.75992885,-73.98638054,1.0,Performance Venues,False
Edward A. Reynolds West Side High School,Manhattan,MANHATTAN,1.0,New York,40.79273391,-73.94742736,1.0,Public Schools,False
Rockefeller University,Manhattan,MANHATTAN,1.0,New York,40.76312728,-73.95645028,1.0,Colleges & Universities,False
District 2 Pre-K Center at 10 Reade Street (M453),Manhattan,MANHATTAN,1.0,New York,40.71389166,-74.00416272,1.0,Public Schools,False
NYC DOE 65 Court Street,Brooklyn,BROOKLYN,3.0,New York,40.6920046,-73.99122654,1.0,Government Buildings & Services,False
P.S. 205 Clarion,Brooklyn,BROOKLYN,3.0,New York,40.61526292,-73.98714855,1.0,Public Schools,False
RAIN Boston Road Senior Centers,Bronx,BRONX,2.0,New York,40.87011873,-73.85458648,1.0,Senior Centers,False
P.S. 044 Thomas C. Brown,Staten Island,STATEN ISLAND,5.0,New York,40.63178197,-74.15643905,1.0,Public Schools,False
"Interpublic Group of Companies, Inc",Manhattan,MANHATTAN,1.0,New York,40.75873689,-73.96861769,1.0,Businesses & Commercial Spaces,False
Trump World Tower Condominium,Manhattan,MANHATTAN,1.0,New York,40.75207229,-73.96746948,1.0,Businesses & Commercial Spaces,False
Brooklyn North Borough Field Support Center,Brooklyn,BROOKLYN,3.0,New York,40.69073628,-73.98860518,1.0,Public Schools,False
Alfred E. Smith Career and Technical Education High School,Bronx,BRONX,2.0,New York,40.81822492,-73.91986607,1.0,School,False
"Outten & Golden,",Manhattan,MANHATTAN,1.0,New York,40.75161005,-73.9738184,1.0,Businesses & Commercial Spaces,False
Neighborhood Charter School - Harlem @ 421 West 145th Street,Manhattan,MANHATTAN,1.0,New York,40.82432226,-73.94543672,1.0,School,False
P.S. 160 Walter Francis Bishop,Queens,QUEENS,4.0,New York,40.68809555,-73.80041449,1.0,Public Schools,False
Pathways to Graduation @ Staten Island Neon,Staten Island,STATEN ISLAND,5.0,New York,40.63367295,-74.07515929,1.0,School,False
Department of Citywide Administrative Services,Staten Island,STATEN ISLAND,5.0,New York,40.64289977,-74.07688852,1.0,Government Buildings & Services,False
NYC Department for the Aging,Manhattan,MANHATTAN,1.0,New York,40.71371602,-74.00358556,1.0,Government Buildings & Services,False
Institute for Health Professions at Cambria Heights,Queens,QUEENS,4.0,New York,40.69781088,-73.74572742,1.0,Public Schools,False
The Museum of Modern Art,Manhattan,MANHATTAN,1.0,New York,40.76099511,-73.97720066,1.0,Museums,False
Manhattan Comprehensive Night and Day High School (MCNDHS),Manhattan,MANHATTAN,1.0,New York,40.73270884,-73.984665,1.0,School,False
AECI 2 The New York City Charter High School For Computer Engineering & Innovation,Bronx,BRONX,2.0,New York,40.83695877,-73.91738235,1.0,School,False
Eileen Dugan Senior Centers,Brooklyn,BROOKLYN,3.0,New York,40.68131124,-73.99641619,1.0,Senior Centers,False
P.S. 001 Alfred E. Smith,Manhattan,MANHATTAN,1.0,New York,40.71275263,-73.99748942,1.0,Public Schools,False
One Central Park Condominium,Manhattan,MANHATTAN,1.0,New York,40.770043,-73.98415454,1.0,Businesses & Commercial Spaces,False
Catholic Kolping Society,Manhattan,MANHATTAN,1.0,New York,40.78049784,-73.95390768,1.0,Businesses & Commercial Spaces,False
Cassidy Coles Senior Centers,Staten Island,STATEN ISLAND,5.0,New York,40.64188034,-74.09648934,1.0,Senior Centers,False
M.S. 390 Bronx,Bronx,BRONX,2.0,New York,40.85469491,-73.91319589,1.0,Public Schools,False
P.S. 254 Dag Hammarskjold,Brooklyn,BROOKLYN,3.0,New York,40.59041591,-73.95175306,1.0,Public Schools,False
Monsignor McClancy H.S.,Queens,QUEENS,4.0,New York,40.75816165,-73.89608262,1.0,Public Schools,False
P.S. 085 Judge Charles Vallone,Queens,QUEENS,4.0,New York,40.77292453,-73.9146243,1.0,Public Schools,False
"Walt Disney/ABC, Inc.",Manhattan,MANHATTAN,1.0,New York,40.75684919,-73.98597329,1.0,Businesses & Commercial Spaces,False
Equinox,Manhattan,BROOKLYN,3.0,New York,40.69230651,-73.99110029,2.0,Health Clubs & Gyms,True
Frederick Douglass Academy VIII Middle School,Brooklyn,BROOKLYN,3.0,New York,40.64725279,-73.8811137,1.0,School,False
"Vornado Office Managment, LLC",Manhattan,MANHATTAN,1.0,New York,40.75109132,-73.9929259,1.0,Businesses & Commercial Spaces,False
180 Riverside Drive,Manhattan,MANHATTAN,1.0,New York,40.79207397,-73.97724054,1.0,Businesses & Commercial Spaces,False
Urban Assembly School for the Performing Arts,Manhattan,MANHATTAN,1.0,New York,40.81524967,-73.955325,1.0,School,False
Queens Metropolitan High School,Queens,QUEENS,4.0,New York,40.71135936,-73.85669802,1.0,Public Schools,False
"Ballet Tech, NYC Public School for Dance",Manhattan,MANHATTAN,1.0,New York,40.73859694,-73.98991048,1.0,School,False
"Abramson Brothers, Inc. Realty Investments",Manhattan,MANHATTAN,1.0,New York,40.75124083,-73.98043429,1.0,Businesses & Commercial Spaces,False
Congregation Rodeph Sholom,Manhattan,MANHATTAN,1.0,New York,40.78350349,-73.97114089,1.0,Houses of Worship,False
Fordham High School For The Arts,Bronx,BRONX,2.0,New York,40.86003658,-73.88826589,1.0,School,False
Brookfield Properties - Brooklyn NY - One Metrotech Center (Jay Street),Brooklyn,BROOKLYN,3.0,New York,40.69287432,-73.98725614,4.0,Businesses & Commercial Spaces,False
The World Bank - USA - WBG / New York,Manhattan,MANHATTAN,1.0,New York,40.75318729,-73.96975726,1.0,Businesses & Commercial Spaces,False
"Vornado Office Management, LLC",Manhattan,MANHATTAN,1.0,New York,40.70789708,-74.00441122,1.0,Businesses & Commercial Spaces,False
The Metropolitan Museum of Art,Manhattan,MANHATTAN,1.0,New York,40.77345024,-73.96419876,1.0,Museums,False
P.S. 220 Edward Mandel,Queens,QUEENS,4.0,New York,40.73651674,-73.85145476,1.0,Public Schools,False
Kennedy Senior Centers,Queens,QUEENS,4.0,New York,40.75393416,-73.85726299,1.0,Senior Centers,False
Broadway Presbyterian Church,Manhattan,MANHATTAN,1.0,New York,40.80681571,-73.96510187,1.0,Houses of Worship,False
Brooklyn Frontiers High School,Brooklyn,BROOKLYN,3.0,New York,40.69013797,-73.98913175,1.0,School,False
Marymount School,Manhattan,MANHATTAN,1.0,New York,40.78686455,-73.95120209,1.0,School,False
Academy of Applied Mathematics and Technology,Bronx,BRONX,2.0,New York,40.81003314,-73.91779159,1.0,Public Schools,False
P.S. 384 - Hunters Point Elementary,Queens,QUEENS,4.0,New York,40.73907405,-73.96166242,1.0,Public Schools,False
The Windsor Terrace School,Brooklyn,BROOKLYN,3.0,New York,40.65746494,-73.97618017,1.0,School,False
Tottenville High School,Staten Island,STATEN ISLAND,5.0,New York,40.52808436,-74.19203027,1.0,Public Schools,False
Channel View School For Research,Queens,QUEENS,4.0,New York,40.58605892,-73.82262478,1.0,Public Schools,False
Epstein Becker Green,Manhattan,MANHATTAN,1.0,New York,40.7575953,-73.96945204,1.0,Businesses & Commercial Spaces,False
Harper Collins Publishers,Manhattan,MANHATTAN,1.0,New York,40.71052901297,-74.00937828022,1.0,Businesses & Commercial Spaces,False
"The Gregory Jocko Jackson School of Sports, Art, and Technology",Brooklyn,BROOKLYN,3.0,New York,40.6673695,-73.90821382,1.0,School,False
Benjamin Banneker Academy,Brooklyn,BROOKLYN,3.0,New York,40.69532473,-73.96924268,1.0,School,False
Boston Properties,Manhattan,MANHATTAN,1.0,New York,40.76401348,-73.97318899,3.0,Businesses & Commercial Spaces,False
P.S. 029 Queens,Queens,QUEENS,4.0,New York,40.77859394,-73.84318582,1.0,Public Schools,False
Cypress Hills Senior Citizen Center,Brooklyn,BROOKLYN,3.0,New York,40.68232924,-73.87677119,1.0,Senior Centers,False
"Zweig-DiMenna Associates, LLC",Manhattan,MANHATTAN,1.0,New York,40.75858322,-73.96875854,1.0,Businesses & Commercial Spaces,False
Graduate Center / CUNY,Manhattan,MANHATTAN,1.0,New York,40.74881505,-73.98426788,1.0,Colleges & Universities,False
Excellence Boys Charter School of Bedford Stuyvesant Middle Academy,Brooklyn,BROOKLYN,3.0,New York,40.68354099,-73.92618686,1.0,School,False
Columbia University - Nash Building,Manhattan,MANHATTAN,1.0,New York,40.81838455,-73.95631282,1.0,Colleges & Universities,False
"Walt Disney/ABC, Inc.",Manhattan,MANHATTAN,1.0,New York,40.77383035,-73.98138801,1.0,Businesses & Commercial Spaces,False
"Kirkland & Ellis, LLP",Manhattan,MANHATTAN,1.0,New York,40.75845753,-73.97091355,1.0,Businesses & Commercial Spaces,False
New York French American Charter School,Manhattan,MANHATTAN,1.0,New York,40.80732519,-73.95430806,1.0,School,False
Juan Morel Campos Secondary School,Brooklyn,BROOKLYN,3.0,New York,40.70361673,-73.95314594,1.0,School,False
"Cravath, Swaine & Moore, LLP",Manhattan,MANHATTAN,1.0,New York,40.76206701,-73.98627542,1.0,Businesses & Commercial Spaces,False
Lee Equity Partners,Manhattan,MANHATTAN,1.0,New York,40.76353088,-73.97535152,1.0,Businesses & Commercial Spaces,False
Bedford Park Elementary School,Bronx,BRONX,2.0,New York,40.87254479,-73.87537234,1.0,School,False
The School of Science and Applied Learning,Bronx,BRONX,2.0,New York,40.84622973,-73.88740363,1.0,School,False
P.S. 104 The Bays Water,Queens,QUEENS,4.0,New York,40.60845877,-73.7645484,1.0,Public Schools,False
P.S. 108 Sal Abbracciamento,Brooklyn,BROOKLYN,3.0,New York,40.6812609,-73.88406338,1.0,Public Schools,False
Department of Citywide Administrative Services,Manhattan,MANHATTAN,1.0,New York,40.74144376,-73.97520094,1.0,Government Buildings & Services,False
Carmel Richmond Healthcare & Rehabilitation Center,Staten Island,STATEN ISLAND,5.0,New York,40.59622848,-74.09047813,1.0,Nursing Homes,False
Brooklyn Studio Secondary School,Brooklyn,BROOKLYN,3.0,New York,40.60487175,-73.99440358,1.0,School,False
Newtown High School,Queens,QUEENS,4.0,New York,40.74111454,-73.87472057,1.0,School,False
Mott Hall High School,Manhattan,MANHATTAN,1.0,New York,40.8173654,-73.94771131,1.0,School,False
Greenberg Traurig,Manhattan,MANHATTAN,1.0,New York,40.75415504,-73.97655693,1.0,Businesses & Commercial Spaces,False
Academy of the City Middle Charter School,Queens,QUEENS,4.0,New York,40.77157504,-73.9237494,2.0,School,False
Department of Citywide Administrative Services,Brooklyn,BROOKLYN,3.0,New York,40.69801326,-73.97498635,1.0,Government Buildings & Services,False
"Roy Wilkins Recreation Center, 177th St. & Baisley Blvd.",Queens,QUEENS,4.0,New York,40.68627605,-73.76845521,1.0,Parks & Recreation,False
In-Tech Academy (M.S. / High School 368),Bronx,BRONX,2.0,New York,40.87936199,-73.90989449,1.0,Public Schools,False
Olympus Academy,Brooklyn,BROOKLYN,3.0,New York,40.64567789,-73.89889986,1.0,School,False
P.S. 130 Hernando De Soto,Manhattan,MANHATTAN,1.0,New York,40.71889544,-73.99843796,1.0,Public Schools,False
I.S. 125 Thom J. McCann Woodside,Queens,QUEENS,4.0,New York,40.74112412,-73.91894512,1.0,Public Schools,False
P.S./I.S. 295 Queens,Queens,QUEENS,4.0,New York,40.72061071,-73.73199617,1.0,Public Schools,False
P037R - Great Kills Campus (R089),Staten Island,STATEN ISLAND,5.0,New York,40.56396289,-74.15088459,1.0,School,False
Immaculate Conception School,Queens,QUEENS,4.0,New York,40.77749717,-73.91085971,1.0,School,False
Newcomers High School,Queens,QUEENS,4.0,New York,40.75134896,-73.93744448,1.0,School,False
M.S. 246 Walt Whitman,Brooklyn,BROOKLYN,3.0,New York,40.6486003,-73.95282075,1.0,Public Schools,False
The New York Botanical Garden,Bronx,BRONX,2.0,New York,40.86567757,-73.88331039,8.0,Museums,False
P753K - Brooklyn School For Career Development (K085),Brooklyn,BROOKLYN,3.0,New York,40.68252572,-73.96876907,1.0,School,False
Brownsville Ascend Charter Lower School,Brooklyn,BROOKLYN,3.0,New York,40.66859294,-73.9181216,1.0,School,False
P.S. 152 Dyckman Valley,Manhattan,MANHATTAN,1.0,New York,40.8604059,-73.92793478,1.0,Public Schools,False
Young Voices Academy of the Bronx,Bronx,BRONX,2.0,New York,40.85440811,-73.86373043,1.0,School,False
L.H. Pink Senior Centers,Brooklyn,BROOKLYN,3.0,New York,40.66920085,-73.86451402,1.0,Senior Centers,False
P721R - Richard H. Hungerford School (R086),Staten Island,STATEN ISLAND,5.0,New York,40.60874845,-74.10234414,1.0,School,False
Department of Citywide Administrative Services,Bronx,BRONX,2.0,New York,40.82604142,-73.92310138,1.0,Government Buildings & Services,False
"Investcorp International, Inc",Manhattan,MANHATTAN,1.0,New York,40.75601562,-73.97483093,1.0,Businesses & Commercial Spaces,False
Luisa Pineiro Fuentes School of Science and Discovery,Bronx,BRONX,2.0,New York,40.86929021,-73.90152343,1.0,School,False
Selfhelp Clearview Senior Centers,Queens,QUEENS,4.0,New York,40.776373,-73.78379638,1.0,Senior Centers,False
August Wilson Theater,Manhattan,MANHATTAN,1.0,New York,40.76303287,-73.98397933,1.0,Performance Venues,False
Vornado Office Management - Farley Property Manager,Manhattan,MANHATTAN,1.0,New York,40.75117384,-73.99692493,1.0,Businesses & Commercial Spaces,False
P.S. 193 Gil Hodges,Brooklyn,BROOKLYN,3.0,New York,40.62150007,-73.95047333,1.0,Public Schools,False
Great Oaks Charter School,Manhattan,MANHATTAN,1.0,New York,40.73060734,-74.00265197,1.0,School,False
P.S. 031 Bayside,Queens,QUEENS,4.0,New York,40.75705621,-73.77012129,1.0,Public Schools,False
P.S. 205 Alexander Graham Bell,Queens,QUEENS,4.0,New York,40.73766985,-73.75679,1.0,Public Schools,False
Davidson Kempner Capital Management LP,Manhattan,MANHATTAN,1.0,New York,40.76009981,-73.97476802,1.0,Businesses & Commercial Spaces,False
"Interpublic Group of Companies, Inc",Manhattan,MANHATTAN,1.0,New York,40.75317959,-73.98720847,1.0,Businesses & Commercial Spaces,False
One World Trade Plaza,Manhattan,MANHATTAN,1.0,New York,40.71327345,-74.01281992,1.0,Businesses & Commercial Spaces,False
"WIN - Women in Need, Inc. (Lenox Family)",Manhattan,MANHATTAN,1.0,New York,40.82051179,-73.93847757,1.0,Health & Social Services,False
"Curtis Mallet-Prevost, Coli & Mosie LLP",Manhattan,MANHATTAN,1.0,New York,40.75098522,-73.97848538,1.0,Businesses & Commercial Spaces,False
M.S. 358 Queens,Queens,QUEENS,4.0,New York,40.70868262,-73.79797925,1.0,Public Schools,False
The Richmond Pre-K Center at (R100) 2389 Richmond Avenue,Staten Island,STATEN ISLAND,5.0,New York,40.59030269,-74.16618532,1.0,Public Schools,False
Adacore Technologies,Manhattan,MANHATTAN,1.0,New York,40.7462875,-73.98725671,1.0,Businesses & Commercial Spaces,False
P.S. 748 Brooklyn School for Global Scholars,Brooklyn,BROOKLYN,3.0,New York,40.60722669,-74.00719925,1.0,Public Schools,False
Columbia University - School of International and Public Affairs,Manhattan,MANHATTAN,1.0,New York,40.80760964,-73.95890995,1.0,School,False
Pathways to Graduation @ Impact,Staten Island,STATEN ISLAND,5.0,New York,40.64165566,-74.07795366,1.0,School,False
Con Edison - West 59th Street (On 12th Ave),Manhattan,MANHATTAN,1.0,New York,40.77256086,-73.99362042,4.0,Businesses & Commercial Spaces,False
P.S. 361 East Flatbush Early Childhood School,Brooklyn,BROOKLYN,3.0,New York,40.63770424,-73.94815889,1.0,Public Schools,False
Business Of Sports School,Manhattan,MANHATTAN,1.0,New York,40.76336297,-73.99059981,1.0,School,False
Fedility Investments,Manhattan,MANHATTAN,1.0,New York,40.75942509,-73.97712179,1.0,Businesses & Commercial Spaces,False
P.S. 178 - Dr. Selman Waksman,Bronx,BRONX,2.0,New York,40.87588751,-73.83385751,1.0,Public Schools,False
I.S. 072 Rocco Laurie,Staten Island,STATEN ISLAND,5.0,New York,40.59299732,-74.15898712,1.0,Public Schools,False
"Jack Resnick & Sons, Inc.",Manhattan,MANHATTAN,1.0,New York,40.72465097,-74.00775316,1.0,Businesses & Commercial Spaces,False
Perkins Eastman,Manhattan,MANHATTAN,1.0,New York,40.73888801,-73.99150181,1.0,Businesses & Commercial Spaces,False
P.S. 011 Highbridge,Bronx,BRONX,2.0,New York,40.83937159,-73.92571333,1.0,Public Schools,False
Big Six Towers,Queens,QUEENS,4.0,New York,40.73992445,-73.90441824,1.0,Businesses & Commercial Spaces,False
P.S. 188 Kingsbury,Queens,QUEENS,4.0,New York,40.73616894,-73.7531582,1.0,Public Schools,False
Eisner Amper LLP,Manhattan,MANHATTAN,1.0,New York,40.75371493,-73.97230885,1.0,Businesses & Commercial Spaces,False
Uncommon Charter High School,Brooklyn,BROOKLYN,3.0,New York,40.67725102,-73.94238852,1.0,School,False
Hebrew Language Academy Charter School,Brooklyn,BROOKLYN,3.0,New York,40.61385206,-73.9121416,1.0,School,False
P.S. 032 State Street,Queens,QUEENS,4.0,New York,40.76475519,-73.79468226,1.0,Public Schools,False
